Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hallazgo arqueológico #234,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-32.085064,-67.921892,29/09/2016
Plaga en cultivos #235,El evento generó pérdidas materiales moderadas.,Emergencia,-39.970498,-67.90008,04/06/2022
Rescate de animales #236,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-40.382936,-67.693447,20/06/2023
Tormenta severa #237,El evento generó pérdidas materiales moderadas.,Emergencia,-32.317493,-72.568944,11/08/2022
Tormenta severa #238,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-48.049614,-54.120856,07/06/2019
Hallazgo arqueológico #239,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-43.84384,-73.341537,10/08/2023
Plaga en cultivos #240,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-42.072947,-59.074739,18/05/2023
Rescate de animales #241,Autoridades rurales intervinieron para controlar la situación.,Climático,-41.49958,-58.288153,11/08/2020
Incendio rural #242,El evento generó pérdidas materiales moderadas.,Climático,-25.68826,-61.696937,22/11/2019
Plaga en cultivos #243,El evento generó pérdidas materiales moderadas.,Agricultura,-51.084105,-73.072441,06/06/2021
Hallazgo arqueológico #244,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-26.711119,-54.64472,23/08/2018
Plaga en cultivos #245,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-40.186998,-65.290779,27/12/2015
Plaga en cultivos #246,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-43.456548,-66.672093,19/11/2015
Corte de camino vecinal #247,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-51.123094,-63.045983,19/11/2016
Sequía prolongada #248,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-22.420406,-60.268419,15/09/2023
Accidente agrícola #249,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-46.29708,-69.94327,27/08/2016
Corte de camino vecinal #250,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-38.200021,-58.033861,18/09/2016
Tormenta severa #251,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-23.578755,-61.927918,10/07/2023
Tormenta severa #252,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-44.251278,-64.484862,15/02/2022
Falla eléctrica rural #253,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-34.891728,-66.285184,04/04/2020
Inundación rural #254,El evento generó pérdidas materiales moderadas.,Ambiental,-53.721354,-65.940879,31/10/2015
Corte de camino vecinal #255,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-34.801286,-65.618109,21/03/2018
Rescate de animales #256,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-24.092301,-61.781038,05/07/2021
Sequía prolongada #257,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-37.953512,-53.866692,10/02/2017
Corte de camino vecinal #258,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-52.13281,-60.254395,20/01/2020
Accidente agrícola #259,El evento generó pérdidas materiales moderadas.,Ambiental,-37.181669,-60.998989,10/06/2015
Sequía prolongada #260,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-41.10184,-66.563473,30/01/2019
Incendio rural #261,Autoridades rurales intervinieron para controlar la situación.,Climático,-43.790514,-62.061754,14/09/2021
Inundación rural #262,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-26.046747,-53.729594,03/05/2019
Hallazgo arqueológico #263,Autoridades rurales intervinieron para controlar la situación.,Climático,-35.186857,-70.600718,04/10/2021
Inundación rural #264,El evento generó pérdidas materiales moderadas.,Infraestructura,-34.768598,-54.270955,03/12/2018
Rescate de animales #265,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-28.083493,-56.829712,22/06/2018
Rescate de animales #266,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-32.204495,-63.075986,07/07/2022
Sequía prolongada #267,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-22.660243,-66.494487,16/03/2015
Falla eléctrica rural #268,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-21.000795,-70.323624,05/08/2023
Corte de camino vecinal #269,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-26.605926,-55.384516,26/04/2018
Sequía prolongada #270,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-34.693621,-70.337818,04/06/2015
Tormenta severa #271,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-40.119104,-65.077398,10/01/2017
Accidente agrícola #272,El evento generó pérdidas materiales moderadas.,Emergencia,-45.31245,-58.155001,02/08/2022
Accidente agrícola #273,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-44.478092,-56.923211,13/01/2020
Accidente agrícola #274,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-22.797574,-53.318984,05/04/2020
Inundación rural #275,El evento generó pérdidas materiales moderadas.,Emergencia,-37.066367,-53.691503,06/03/2020
Accidente agrícola #276,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-25.317935,-72.430314,28/02/2024
Sequía prolongada #277,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-30.812367,-62.923858,22/05/2020
Inundación rural #278,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-45.725096,-54.941223,25/05/2016
Plaga en cultivos #279,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-27.232089,-55.36509,26/08/2016
Plaga en cultivos #280,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-37.931758,-68.666549,20/04/2015
Sequía prolongada #281,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-44.164714,-71.468796,01/12/2015
Sequía prolongada #282,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-53.697692,-54.693378,06/01/2023
Hallazgo arqueológico #283,El evento generó pérdidas materiales moderadas.,Ambiental,-34.078159,-54.929921,19/04/2020
Inundación rural #284,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-36.340656,-58.591687,19/03/2015
Plaga en cultivos #285,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-46.920232,-71.002109,01/12/2020
Plaga en cultivos #286,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-52.864557,-56.347902,03/09/2017
Tormenta severa #287,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-33.513532,-61.711527,09/08/2020
Hallazgo arqueológico #288,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-54.946813,-66.267271,22/01/2023
Plaga en cultivos #289,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-32.280693,-62.768567,26/05/2021
Corte de camino vecinal #290,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-37.750858,-53.239205,17/01/2019
Incendio rural #291,El evento generó pérdidas materiales moderadas.,Ambiental,-53.51983,-65.568933,19/03/2021
Inundación rural #292,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-28.190319,-66.431549,10/03/2019
Corte de camino vecinal #293,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-29.272917,-70.765103,22/03/2023
Rescate de animales #294,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-49.04697,-57.527577,14/12/2018
Falla eléctrica rural #295,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-52.854582,-57.588097,18/03/2020
Incendio rural #296,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-53.510587,-69.410868,18/02/2020
Sequía prolongada #297,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-41.460382,-56.784175,21/06/2015
Inundación rural #298,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-48.502483,-66.182029,23/04/2020
Incendio rural #299,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-50.76785,-65.955607,04/10/2023
Plaga en cultivos #300,El evento generó pérdidas materiales moderadas.,Ambiental,-43.472755,-69.670247,22/12/2024
Falla eléctrica rural #301,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-45.931496,-71.806464,05/10/2022
Corte de camino vecinal #302,El evento generó pérdidas materiales moderadas.,Emergencia,-21.166662,-69.800642,05/10/2019
Sequía prolongada #303,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-43.850723,-67.439381,18/04/2018
Tormenta severa #304,El evento generó pérdidas materiales moderadas.,Infraestructura,-31.547997,-66.293287,01/01/2020
Sequía prolongada #305,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-45.665118,-53.409441,23/06/2015
Corte de camino vecinal #306,El evento generó pérdidas materiales moderadas.,Agricultura,-37.555075,-58.127091,23/08/2015
Incendio rural #307,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-31.944978,-64.517457,17/10/2016
Corte de camino vecinal #308,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-42.544832,-65.651485,01/06/2016
Incendio rural #309,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-31.91189,-54.049118,12/05/2021
Falla eléctrica rural #310,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-50.318366,-65.977526,04/03/2019
Inundación rural #311,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-54.118946,-69.686015,11/07/2018
Plaga en cultivos #312,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-46.099593,-68.16406,21/10/2020
Accidente agrícola #313,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-31.404658,-53.028109,02/01/2020
Corte de camino vecinal #314,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-39.630549,-55.07708,30/03/2017
Corte de camino vecinal #315,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-43.18754,-72.168749,29/12/2019
Inundación rural #316,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-30.79849,-54.489849,29/01/2021
Hallazgo arqueológico #317,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-47.375785,-53.304783,25/02/2022
Hallazgo arqueológico #318,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-54.106343,-62.142561,19/11/2023
Falla eléctrica rural #319,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-34.193756,-71.732583,20/02/2019
Plaga en cultivos #320,El evento generó pérdidas materiales moderadas.,Emergencia,-41.032966,-65.106613,20/06/2018
Corte de camino vecinal #321,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-33.160488,-64.275523,12/06/2021
Rescate de animales #322,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-25.149355,-57.50461,17/08/2022
Tormenta severa #323,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-40.290978,-54.830398,05/03/2022
Corte de camino vecinal #324,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-44.659766,-70.179677,15/08/2015
Accidente agrícola #325,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-24.572519,-56.158359,15/12/2022
Accidente agrícola #326,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-50.74421,-67.292096,23/10/2017
Corte de camino vecinal #327,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-49.266379,-54.197057,25/12/2020
Hallazgo arqueológico #328,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-24.33197,-66.578798,23/09/2016
Incendio rural #329,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-53.454299,-60.350198,27/04/2021
Inundación rural #330,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-40.836049,-60.400681,20/06/2021
Rescate de animales #331,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-22.473894,-63.599631,01/08/2020
Plaga en cultivos #332,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-52.518917,-72.271783,10/01/2024
Plaga en cultivos #333,El evento generó pérdidas materiales moderadas.,Ambiental,-48.063218,-61.063465,06/12/2019
Sequía prolongada #334,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-50.553951,-65.903926,04/07/2018
Corte de camino vecinal #335,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-39.139933,-68.016831,19/04/2021
Hallazgo arqueológico #336,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-45.132792,-65.624928,12/10/2017
Plaga en cultivos #337,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-27.341753,-54.358094,25/11/2021
Sequía prolongada #338,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-38.058972,-62.948141,01/02/2023
Inundación rural #339,El evento generó pérdidas materiales moderadas.,Climático,-51.938331,-65.438535,04/08/2020
Accidente agrícola #340,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-43.001567,-72.463922,16/02/2020
Tormenta severa #341,El evento generó pérdidas materiales moderadas.,Agricultura,-36.752515,-56.132967,20/07/2020
Hallazgo arqueológico #342,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-42.56356,-65.233292,01/11/2019
Plaga en cultivos #343,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-35.898227,-66.068263,05/07/2015
Corte de camino vecinal #344,El evento generó pérdidas materiales moderadas.,Emergencia,-39.687951,-62.22793,28/03/2018
Tormenta severa #345,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-50.625445,-71.51803,03/04/2024
Sequía prolongada #346,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-29.331184,-69.419313,09/03/2019
Plaga en cultivos #347,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-53.459686,-70.690754,16/09/2020
Falla eléctrica rural #348,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-49.936017,-55.1908,26/09/2018
Sequía prolongada #349,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-49.47493,-53.192377,26/07/2016
Inundación rural #350,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-37.75129,-63.050861,17/04/2023
Tormenta severa #351,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-27.26454,-65.948665,29/06/2020
Corte de camino vecinal #352,El evento generó pérdidas materiales moderadas.,Emergencia,-44.538954,-55.075274,22/07/2022
Incendio rural #353,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-45.971965,-60.060385,12/10/2024
Tormenta severa #354,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-30.472396,-61.537773,15/09/2023
Rescate de animales #355,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-49.975626,-59.545099,29/11/2016
Tormenta severa #356,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-54.35613,-67.069304,10/05/2015
Plaga en cultivos #357,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-37.938137,-60.9647,12/09/2016
Incendio rural #358,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-47.950382,-66.836485,15/04/2020
Falla eléctrica rural #359,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-44.332412,-69.94976,05/06/2022
Sequía prolongada #360,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-32.020468,-55.713085,23/12/2020
Inundación rural #361,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-48.463018,-68.446358,20/08/2022
Inundación rural #362,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-28.780075,-59.049531,04/04/2021
Falla eléctrica rural #363,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-43.140692,-54.359142,28/09/2022
Inundación rural #364,Autoridades rurales intervinieron para controlar la situación.,Climático,-35.501789,-62.364587,02/12/2023
Sequía prolongada #365,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-53.569739,-53.916069,05/06/2019
Sequía prolongada #366,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-46.280905,-63.678875,20/11/2015
Rescate de animales #367,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-31.330176,-70.685904,07/04/2017
Tormenta severa #368,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-53.273975,-54.943724,26/11/2021
Accidente agrícola #369,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-40.947754,-58.79416,13/07/2017
Hallazgo arqueológico #370,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-21.751036,-70.262208,16/02/2016
Falla eléctrica rural #371,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-48.218497,-53.739762,28/04/2022
Inundación rural #372,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-32.821843,-68.739486,08/08/2018
Incendio rural #373,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-25.003671,-69.896331,14/04/2023
Plaga en cultivos #374,El evento generó pérdidas materiales moderadas.,Infraestructura,-23.155303,-53.776307,29/05/2015
Incendio rural #375,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-35.689296,-71.300336,31/03/2018
Inundación rural #376,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-36.527784,-63.374795,04/10/2018
Rescate de animales #377,El evento generó pérdidas materiales moderadas.,Agricultura,-48.444412,-71.190741,03/07/2016
Falla eléctrica rural #378,Autoridades rurales intervinieron para controlar la situación.,Seguridad Rural,-48.669232,-58.399333,27/10/2016
Inundación rural #379,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-29.252386,-69.902354,13/11/2023
Plaga en cultivos #380,El evento generó pérdidas materiales moderadas.,Emergencia,-43.850494,-65.282918,07/08/2024
Hallazgo arqueológico #381,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-43.997543,-68.415035,26/01/2016
Plaga en cultivos #382,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-29.372274,-53.942286,04/12/2017
Tormenta severa #383,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-46.107193,-66.129182,21/05/2018
Incendio rural #384,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-44.568584,-65.188959,25/08/2017
Inundación rural #385,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-23.851567,-67.451729,20/08/2020
Accidente agrícola #386,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-38.741815,-64.172937,22/11/2021
Sequía prolongada #387,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-36.326027,-63.848024,17/10/2021
Accidente agrícola #388,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-29.338855,-55.600731,10/01/2021
Rescate de animales #389,El evento generó pérdidas materiales moderadas.,Emergencia,-31.071952,-71.898894,02/12/2015
Corte de camino vecinal #390,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-24.301803,-69.355786,29/04/2021
Hallazgo arqueológico #391,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-25.947476,-64.442269,07/01/2021
Accidente agrícola #392,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-51.907984,-63.037305,18/08/2022
Incendio rural #393,El evento generó pérdidas materiales moderadas.,Infraestructura,-37.549573,-64.135631,26/01/2024
Rescate de animales #394,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-27.564878,-58.672758,25/08/2015
Inundación rural #395,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-47.591356,-72.002895,10/06/2019
Sequía prolongada #396,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-21.199796,-54.341053,02/10/2019
Falla eléctrica rural #397,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-41.098524,-57.736073,10/10/2015
Plaga en cultivos #398,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-39.749737,-54.699141,03/08/2023
Plaga en cultivos #399,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-22.219091,-55.571649,27/03/2019
Sequía prolongada #400,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-21.24321,-65.442298,28/06/2016
Accidente agrícola #401,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-21.731317,-64.00842,05/06/2016
Rescate de animales #402,El evento generó pérdidas materiales moderadas.,Emergencia,-42.1046,-68.791887,24/01/2023
Sequía prolongada #403,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-48.591665,-55.558232,01/03/2020
Corte de camino vecinal #404,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-40.74582,-57.795904,02/08/2023
Incendio rural #405,Vecinos de la zona reportaron el evento durante la madrugada.,Infraestructura,-52.712109,-61.324145,28/11/2024
Tormenta severa #406,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-29.821603,-65.25356,03/01/2020
Rescate de animales #407,Vecinos de la zona reportaron el evento durante la madrugada.,Climático,-50.23539,-53.133589,17/08/2017
Tormenta severa #408,Autoridades rurales intervinieron para controlar la situación.,Emergencia,-34.670799,-59.713096,17/08/2017
Accidente agrícola #409,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-21.486351,-62.814353,06/08/2018
Inundación rural #410,Autoridades rurales intervinieron para controlar la situación.,Climático,-36.071584,-61.370824,21/08/2019
Hallazgo arqueológico #411,El evento generó pérdidas materiales moderadas.,Emergencia,-38.148893,-53.56805,31/03/2023
Plaga en cultivos #412,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-31.325514,-65.130687,20/03/2022
Plaga en cultivos #413,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-38.90036,-56.088511,13/05/2018
Hallazgo arqueológico #414,El evento generó pérdidas materiales moderadas.,Climático,-35.878878,-53.660383,16/05/2018
Rescate de animales #415,Vecinos de la zona reportaron el evento durante la madrugada.,Ambiental,-46.74281,-69.331597,01/04/2021
Corte de camino vecinal #416,El evento generó pérdidas materiales moderadas.,Agricultura,-51.856224,-58.646013,02/04/2022
Incendio rural #417,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-32.095155,-61.140098,19/02/2017
Corte de camino vecinal #418,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-30.373622,-62.043565,18/10/2024
Accidente agrícola #419,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-22.461328,-73.185659,17/05/2020
Corte de camino vecinal #420,El evento generó pérdidas materiales moderadas.,Infraestructura,-31.348706,-59.072744,17/02/2017
Accidente agrícola #421,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-28.632528,-65.696434,13/06/2019
Sequía prolongada #422,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-42.772083,-55.402355,25/12/2020
Corte de camino vecinal #423,El evento generó pérdidas materiales moderadas.,Agricultura,-23.912763,-65.900549,23/03/2020
Incendio rural #424,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-29.797419,-73.167492,23/08/2019
Tormenta severa #425,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-40.802345,-70.375566,16/03/2021
Accidente agrícola #426,El evento generó pérdidas materiales moderadas.,Emergencia,-26.665668,-63.26432,13/09/2018
Sequía prolongada #427,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-22.138719,-60.345264,05/05/2022
Falla eléctrica rural #428,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-27.970833,-70.030053,02/07/2020
Rescate de animales #429,El evento generó pérdidas materiales moderadas.,Infraestructura,-23.825421,-62.386194,29/01/2023
Incendio rural #430,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-26.471671,-71.976227,13/03/2022
Incendio rural #431,El hecho ocurrió en una zona rural afectando a productores locales.,Ambiental,-50.325288,-60.570616,04/03/2024
Hallazgo arqueológico #432,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-37.805081,-65.849386,06/10/2015
Tormenta severa #433,El evento generó pérdidas materiales moderadas.,Seguridad Rural,-38.412951,-73.364447,05/12/2021
Plaga en cultivos #434,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-36.9998,-67.867815,09/03/2021
Incendio rural #435,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-32.08288,-56.973562,20/03/2018
Corte de camino vecinal #436,El hecho ocurrió en una zona rural afectando a productores locales.,Emergencia,-49.937485,-69.565393,04/01/2017
Inundación rural #437,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-27.972165,-71.880106,26/11/2020
Falla eléctrica rural #438,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-21.332077,-68.869926,22/07/2019
Corte de camino vecinal #439,El hecho ocurrió en una zona rural afectando a productores locales.,Climático,-41.220538,-65.768024,02/09/2022
Incendio rural #440,El hecho ocurrió en una zona rural afectando a productores locales.,Seguridad Rural,-49.172958,-63.252903,03/05/2020
Sequía prolongada #441,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-24.577099,-54.65738,13/11/2019
Accidente agrícola #442,"No se reportaron heridos, solo daños en infraestructura rural.",Ambiental,-45.782768,-54.554735,30/07/2017
Inundación rural #443,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-32.624286,-69.823233,04/09/2022
Sequía prolongada #444,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-35.040772,-58.078783,15/07/2024
Plaga en cultivos #445,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-49.476691,-68.57032,29/12/2022
Plaga en cultivos #446,"No se reportaron heridos, solo daños en infraestructura rural.",Agricultura,-41.949229,-58.335224,11/05/2024
Corte de camino vecinal #447,"No se reportaron heridos, solo daños en infraestructura rural.",Seguridad Rural,-21.873007,-72.399223,12/11/2023
Accidente agrícola #448,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-34.424263,-60.915763,26/11/2019
Plaga en cultivos #449,Autoridades rurales intervinieron para controlar la situación.,Climático,-33.43982,-57.437263,05/09/2021
Falla eléctrica rural #450,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-36.196717,-65.803747,20/01/2020
Tormenta severa #451,El evento generó pérdidas materiales moderadas.,Climático,-28.746308,-67.444721,30/01/2017
Corte de camino vecinal #452,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-49.756487,-58.910618,06/10/2017
Hallazgo arqueológico #453,El evento generó pérdidas materiales moderadas.,Agricultura,-42.736192,-71.623831,09/02/2022
Falla eléctrica rural #454,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-51.524132,-71.710407,16/06/2018
Falla eléctrica rural #455,"No se reportaron heridos, solo daños en infraestructura rural.",Emergencia,-37.577011,-71.382495,01/11/2019
Sequía prolongada #456,"No se reportaron heridos, solo daños en infraestructura rural.",Climático,-34.704565,-57.419006,03/01/2016
Plaga en cultivos #457,El hecho ocurrió en una zona rural afectando a productores locales.,Agricultura,-40.930458,-57.527033,07/09/2024
Rescate de animales #458,Vecinos de la zona reportaron el evento durante la madrugada.,Emergencia,-37.282446,-59.451022,16/02/2023
Hallazgo arqueológico #459,Autoridades rurales intervinieron para controlar la situación.,Agricultura,-45.874169,-70.508336,25/11/2016
Plaga en cultivos #460,Autoridades rurales intervinieron para controlar la situación.,Ambiental,-44.808423,-57.455334,15/11/2016
Inundación rural #461,Vecinos de la zona reportaron el evento durante la madrugada.,Seguridad Rural,-33.748855,-61.326969,19/01/2019
Falla eléctrica rural #462,El hecho ocurrió en una zona rural afectando a productores locales.,Infraestructura,-44.641628,-54.049119,11/03/2017
Tormenta severa #463,El evento generó pérdidas materiales moderadas.,Agricultura,-40.032421,-64.672367,22/09/2018
Tormenta severa #464,Vecinos de la zona reportaron el evento durante la madrugada.,Agricultura,-44.097385,-54.080782,27/03/2024
Falla eléctrica rural #465,Autoridades rurales intervinieron para controlar la situación.,Infraestructura,-22.204463,-53.641133,02/04/2017
Falla eléctrica rural #466,"No se reportaron heridos, solo daños en infraestructura rural.",Infraestructura,-43.919868,-67.753847,08/04/2018
