Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho 194 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Hallazgo policial,-32.875589,-68.867434,12/07/2020
Hecho 195 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Emergencia sanitaria,-38.927122,-68.050176,27/12/2022
Hecho 196 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Hallazgo policial,-34.607369,-58.368157,11/10/2021
Hecho 197 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Robo,-32.918838,-68.864131,28/11/2020
Hecho 198 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Manifestación,-24.802744,-65.453176,15/10/2019
Hecho 199 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Corte de servicios,-34.923447,-57.963866,19/02/2024
Hecho 200 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Incendio,-26.784803,-65.251595,24/08/2021
Hecho 201 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Incendio,-24.749417,-65.449765,13/01/2019
Hecho 202 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Incendio,-26.804823,-65.219093,17/02/2023
Hecho 203 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Robo,-34.631841,-58.360123,06/09/2020
Hecho 204 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Accidente de tránsito,-32.889954,-68.813039,22/10/2023
Hecho 205 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Emergencia sanitaria,-38.915774,-68.081331,22/06/2019
Hecho 206 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Accidente de tránsito,-31.417071,-64.190378,23/09/2023
Hecho 207 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Incendio,-24.796157,-65.431817,25/02/2020
Hecho 208 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Delito informático,-32.912417,-68.870402,23/12/2024
Hecho 209 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Evento cultural,-31.650929,-60.702364,10/05/2021
Hecho 210 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Delito informático,-32.95854,-60.670719,21/05/2022
Hecho 211 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Emergencia sanitaria,-31.383536,-64.220291,10/08/2020
Hecho 212 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Robo,-24.792505,-65.402571,26/03/2018
Hecho 213 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Robo,-38.915163,-68.037215,20/05/2022
Hecho 214 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Accidente de tránsito,-37.994673,-57.516717,03/12/2019
Hecho 215 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Corte de servicios,-34.925975,-57.944345,04/10/2020
Hecho 216 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Emergencia sanitaria,-32.855696,-68.839119,27/02/2021
Hecho 217 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Hallazgo policial,-34.920653,-57.96503,20/02/2022
Hecho 218 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Hallazgo policial,-24.816906,-65.45257,18/11/2023
Hecho 219 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Robo,-26.81683,-65.218159,17/01/2022
Hecho 220 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Evento cultural,-32.927488,-68.833754,07/09/2021
Hecho 221 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Manifestación,-32.964398,-60.679556,09/12/2020
Hecho 222 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Delito informático,-38.961318,-68.08387,16/04/2022
Hecho 223 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Accidente de tránsito,-34.566485,-58.373116,24/08/2024
Hecho 224 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Manifestación,-32.925202,-68.845926,08/10/2020
Hecho 225 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Evento cultural,-38.013715,-57.505568,24/05/2022
Hecho 226 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Delito informático,-31.408216,-64.198378,27/06/2021
Hecho 227 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Corte de servicios,-32.958017,-60.661878,17/12/2019
Hecho 228 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Robo,-38.930889,-68.047965,29/01/2020
Hecho 229 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Accidente de tránsito,-24.782284,-65.413204,17/03/2018
Hecho 230 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Corte de servicios,-34.630603,-58.345453,14/09/2018
Hecho 231 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Emergencia sanitaria,-32.913763,-60.671137,19/02/2020
Hecho 232 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Hallazgo policial,-32.9266,-68.84525,05/04/2018
Hecho 233 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Emergencia sanitaria,-24.811068,-65.450018,13/03/2024
Hecho 234 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Hallazgo policial,-24.743195,-65.413437,07/07/2024
Hecho 235 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Corte de servicios,-31.42319,-64.175991,23/03/2019
Hecho 236 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Accidente de tránsito,-37.972278,-57.535847,08/08/2019
Hecho 237 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Delito informático,-32.909573,-68.86618,28/07/2019
Hecho 238 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Incendio,-31.452502,-64.210001,09/06/2021
Hecho 239 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Emergencia sanitaria,-34.88375,-57.985159,26/01/2022
Hecho 240 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Incendio,-31.609012,-60.683814,27/02/2018
Hecho 241 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Accidente de tránsito,-34.909279,-57.953085,01/11/2023
Hecho 242 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Emergencia sanitaria,-32.856358,-68.816984,01/10/2021
Hecho 243 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Delito informático,-32.89066,-68.879893,25/11/2022
Hecho 244 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Accidente de tránsito,-34.571682,-58.39034,17/02/2019
Hecho 245 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Delito informático,-31.599882,-60.681996,12/02/2018
Hecho 246 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Emergencia sanitaria,-32.919158,-68.829918,18/09/2019
Hecho 247 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Manifestación,-38.940317,-68.074891,30/06/2024
Hecho 248 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Accidente de tránsito,-34.959942,-57.987203,05/01/2023
Hecho 249 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Accidente de tránsito,-31.640421,-60.681683,08/12/2020
Hecho 250 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Emergencia sanitaria,-24.811994,-65.409681,19/05/2019
Hecho 251 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Delito informático,-38.942246,-68.056442,02/09/2024
Hecho 252 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Emergencia sanitaria,-31.622683,-60.670418,02/08/2023
Hecho 253 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Incendio,-38.975724,-68.081162,25/11/2019
Hecho 254 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Emergencia sanitaria,-24.814615,-65.393173,22/10/2018
Hecho 255 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Hallazgo policial,-32.910729,-68.854658,07/06/2022
Hecho 256 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Delito informático,-37.989094,-57.560112,26/12/2023
Hecho 257 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Delito informático,-31.615264,-60.731397,21/03/2018
Hecho 258 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Manifestación,-32.913316,-60.679399,22/05/2023
Hecho 259 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Accidente de tránsito,-24.810893,-65.443369,27/01/2021
Hecho 260 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Incendio,-31.449148,-64.154594,15/10/2021
Hecho 261 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Incendio,-26.828542,-65.179349,20/11/2018
Hecho 262 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Robo,-38.960133,-68.065074,19/11/2023
Hecho 263 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Incendio,-34.620184,-58.36799,04/07/2020
Hecho 264 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Hallazgo policial,-32.912705,-68.816017,19/10/2018
Hecho 265 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Delito informático,-32.973685,-60.67574,16/05/2021
Hecho 266 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Corte de servicios,-31.394332,-64.195359,31/12/2021
Hecho 267 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Manifestación,-24.798904,-65.413821,01/02/2018
Hecho 268 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Hallazgo policial,-32.915817,-68.862105,21/11/2022
Hecho 269 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Robo,-34.883124,-57.923697,24/08/2020
Hecho 270 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Robo,-32.900358,-68.81843,13/06/2018
Hecho 271 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Corte de servicios,-32.97906,-60.629291,10/06/2024
Hecho 272 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Robo,-32.972379,-60.678879,11/03/2024
Hecho 273 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Delito informático,-31.60627,-60.739485,29/12/2023
Hecho 274 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Evento cultural,-31.384396,-64.175303,20/03/2023
Hecho 275 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Delito informático,-31.658751,-60.706266,09/01/2022
Hecho 276 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Accidente de tránsito,-24.754497,-65.38496,12/04/2018
Hecho 277 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Incendio,-38.92025,-68.068404,20/05/2020
Hecho 278 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Delito informático,-38.043985,-57.56806,18/06/2024
Hecho 279 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Incendio,-32.889537,-68.853606,31/12/2019
Hecho 280 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Emergencia sanitaria,-32.944437,-60.61212,03/11/2024
Hecho 281 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Hallazgo policial,-31.606333,-60.675799,04/03/2021
Hecho 282 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Hallazgo policial,-32.85909,-68.814615,25/08/2021
Hecho 283 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Robo,-38.02172,-57.506101,12/04/2020
Hecho 284 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Robo,-26.782864,-65.18204,13/09/2024
Hecho 285 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Hallazgo policial,-24.805573,-65.432679,27/06/2020
Hecho 286 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Delito informático,-38.961474,-68.090799,05/10/2024
Hecho 287 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Evento cultural,-32.911945,-68.823487,30/06/2018
Hecho 288 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Evento cultural,-31.65267,-60.717107,12/12/2019
Hecho 289 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Accidente de tránsito,-32.95924,-60.669653,21/01/2018
Hecho 290 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Robo,-31.406754,-64.19625,29/08/2021
Hecho 291 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Emergencia sanitaria,-38.966765,-68.061695,17/05/2024
Hecho 292 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Corte de servicios,-24.744948,-65.401096,17/09/2019
Hecho 293 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Corte de servicios,-31.431057,-64.156703,24/12/2018
Hecho 294 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Robo,-34.564399,-58.373047,24/07/2022
Hecho 295 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Evento cultural,-31.407062,-64.181667,23/06/2021
Hecho 296 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Manifestación,-34.918519,-57.952734,16/06/2021
Hecho 297 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Robo,-31.650316,-60.708863,18/05/2021
Hecho 298 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Delito informático,-31.431504,-64.22198,03/09/2018
Hecho 299 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Accidente de tránsito,-34.944009,-57.951792,26/01/2024
Hecho 300 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Hallazgo policial,-31.669724,-60.717283,25/10/2023
Hecho 301 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Delito informático,-38.023707,-57.568169,29/08/2022
Hecho 302 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Evento cultural,-32.892811,-68.852983,24/06/2024
Hecho 303 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Manifestación,-34.610463,-58.381647,12/01/2021
Hecho 304 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Incendio,-37.988212,-57.566812,30/10/2023
Hecho 305 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Emergencia sanitaria,-32.954515,-60.621305,28/12/2021
Hecho 306 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Robo,-37.994297,-57.532183,20/04/2019
Hecho 307 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Manifestación,-38.971249,-68.058115,29/08/2021
Hecho 308 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Evento cultural,-38.022653,-57.539372,20/04/2023
Hecho 309 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Evento cultural,-31.618302,-60.678892,18/08/2021
Hecho 310 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Corte de servicios,-37.984869,-57.543509,27/12/2021
Hecho 311 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Accidente de tránsito,-34.599341,-58.379016,02/04/2022
Hecho 312 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Hallazgo policial,-34.939477,-57.984975,09/10/2018
Hecho 313 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Hallazgo policial,-32.972644,-60.636605,03/01/2022
Hecho 314 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Accidente de tránsito,-38.017001,-57.547615,29/05/2020
Hecho 315 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Robo,-26.771736,-65.243672,07/12/2022
Hecho 316 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Robo,-32.887658,-68.871435,25/05/2020
Hecho 317 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Delito informático,-34.581426,-58.401948,08/10/2019
Hecho 318 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Delito informático,-34.605446,-58.391108,21/08/2020
Hecho 319 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Emergencia sanitaria,-32.973031,-60.616378,15/07/2018
Hecho 320 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Accidente de tránsito,-31.624413,-60.734812,21/01/2021
Hecho 321 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Accidente de tránsito,-31.629218,-60.690848,14/03/2018
Hecho 322 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Manifestación,-37.979918,-57.549801,04/12/2022
Hecho 323 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Robo,-34.638462,-58.408304,24/07/2020
Hecho 324 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Evento cultural,-26.806909,-65.188589,07/05/2020
Hecho 325 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Incendio,-31.455735,-64.191329,27/09/2024
Hecho 326 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Hallazgo policial,-31.648376,-60.732627,06/06/2023
Hecho 327 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Hallazgo policial,-26.839429,-65.184193,18/08/2020
Hecho 328 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Delito informático,-38.015063,-57.554421,10/04/2020
Hecho 329 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Accidente de tránsito,-37.985198,-57.51654,10/09/2018
Hecho 330 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Accidente de tránsito,-26.806778,-65.214577,26/03/2023
Hecho 331 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Hallazgo policial,-37.971114,-57.538247,05/05/2024
Hecho 332 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Manifestación,-34.611199,-58.363886,29/08/2022
Hecho 333 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Delito informático,-24.79742,-65.401525,02/03/2021
Hecho 334 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Hallazgo policial,-31.627051,-60.713115,13/07/2020
Hecho 335 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Accidente de tránsito,-26.823106,-65.241399,04/02/2021
Hecho 336 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Evento cultural,-31.432793,-64.154346,11/03/2024
Hecho 337 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Robo,-26.787745,-65.221742,11/05/2023
Hecho 338 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Robo,-38.009261,-57.557981,13/01/2018
Hecho 339 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Delito informático,-26.822202,-65.186073,12/07/2019
Hecho 340 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Accidente de tránsito,-32.911387,-60.684826,16/09/2019
Hecho 341 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Delito informático,-37.996734,-57.552286,26/02/2020
Hecho 342 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Incendio,-24.779162,-65.439827,20/05/2020
Hecho 343 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Manifestación,-34.939644,-57.92825,18/03/2022
Hecho 344 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Accidente de tránsito,-34.625842,-58.384485,18/05/2019
Hecho 345 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Evento cultural,-34.613345,-58.347162,11/06/2019
Hecho 346 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Accidente de tránsito,-38.957367,-68.075911,04/08/2021
Hecho 347 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Delito informático,-34.629856,-58.368404,06/03/2020
Hecho 348 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Incendio,-31.644812,-60.712888,09/03/2022
Hecho 349 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Hallazgo policial,-38.950149,-68.09768,31/12/2020
Hecho 350 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Incendio,-26.832228,-65.19347,23/07/2018
Hecho 351 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Manifestación,-26.820895,-65.247045,23/10/2021
Hecho 352 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Manifestación,-32.957012,-60.6753,02/12/2024
Hecho 353 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Hallazgo policial,-26.827916,-65.188615,04/12/2023
Hecho 354 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Delito informático,-31.652945,-60.710654,03/01/2022
Hecho 355 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Evento cultural,-31.613984,-60.663045,04/08/2018
Hecho 356 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Manifestación,-34.640193,-58.37015,12/02/2023
Hecho 357 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Manifestación,-31.442227,-64.192414,23/04/2020
Hecho 358 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Evento cultural,-31.389102,-64.225536,04/01/2024
Hecho 359 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Delito informático,-38.977882,-68.090185,17/06/2019
Hecho 360 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Evento cultural,-38.975784,-68.084261,13/11/2024
Hecho 361 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Accidente de tránsito,-34.592699,-58.354154,02/05/2023
Hecho 362 en Mendoza,"Hecho sintético registrado en la ciudad de Mendoza, Argentina.",Accidente de tránsito,-32.869109,-68.819479,27/04/2024
Hecho 363 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Emergencia sanitaria,-38.042501,-57.526407,12/11/2024
Hecho 364 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Incendio,-31.630338,-60.686373,24/04/2024
Hecho 365 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Robo,-34.906197,-57.930781,09/05/2023
Hecho 366 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Corte de servicios,-38.020216,-57.563357,16/03/2018
Hecho 367 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Delito informático,-34.893883,-57.991925,13/02/2022
Hecho 368 en Buenos Aires,"Hecho sintético registrado en la ciudad de Buenos Aires, Argentina.",Manifestación,-34.64296,-58.36198,24/12/2022
Hecho 369 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Delito informático,-24.788442,-65.402676,07/11/2019
Hecho 370 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Emergencia sanitaria,-38.926537,-68.061128,24/11/2024
Hecho 371 en Mar del Plata,"Hecho sintético registrado en la ciudad de Mar del Plata, Argentina.",Emergencia sanitaria,-37.98825,-57.559074,07/03/2022
Hecho 372 en Santa Fe,"Hecho sintético registrado en la ciudad de Santa Fe, Argentina.",Emergencia sanitaria,-31.647785,-60.718019,11/02/2024
Hecho 373 en San Miguel de Tucumán,"Hecho sintético registrado en la ciudad de San Miguel de Tucumán, Argentina.",Evento cultural,-26.835587,-65.207786,27/04/2024
Hecho 374 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Emergencia sanitaria,-32.921959,-60.626958,04/02/2019
Hecho 375 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Accidente de tránsito,-34.93562,-57.948475,07/05/2021
Hecho 376 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Manifestación,-34.939026,-57.965735,08/01/2024
Hecho 377 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Incendio,-24.777993,-65.386038,21/09/2018
Hecho 378 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Corte de servicios,-32.914538,-60.631263,17/08/2018
Hecho 379 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Corte de servicios,-38.949365,-68.021819,20/12/2018
Hecho 380 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Manifestación,-34.915531,-57.914639,05/07/2019
Hecho 381 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Accidente de tránsito,-24.759654,-65.393349,04/01/2022
Hecho 382 en Salta,"Hecho sintético registrado en la ciudad de Salta, Argentina.",Emergencia sanitaria,-24.771788,-65.416484,30/06/2023
Hecho 383 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Evento cultural,-38.917645,-68.072847,21/08/2021
Hecho 384 en La Plata,"Hecho sintético registrado en la ciudad de La Plata, Argentina.",Corte de servicios,-34.883573,-57.976078,06/08/2022
Hecho 385 en Rosario,"Hecho sintético registrado en la ciudad de Rosario, Argentina.",Accidente de tránsito,-32.94401,-60.669241,06/03/2022
Hecho 386 en Neuquén,"Hecho sintético registrado en la ciudad de Neuquén, Argentina.",Incendio,-38.96617,-68.08842,14/07/2020
Hecho 387 en Córdoba,"Hecho sintético registrado en la ciudad de Córdoba, Argentina.",Incendio,-31.387426,-64.18211,15/08/2019
