Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,02/07/2023
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-27.3621,-55.9009,02/01/2023
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,29/12/2023
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-32.9442,-60.6505,08/08/2015
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,10/07/2019
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.4201,-64.1888,24/03/2022
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,29/12/2016
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,10/05/2020
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.4201,-64.1888,26/08/2015
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-38.9516,-68.0591,20/07/2024
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.4201,-64.1888,15/04/2017
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.4201,-64.1888,16/03/2022
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,17/06/2017
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-54.8019,-68.303,03/04/2019
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-24.7821,-65.4232,24/05/2021
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,24/07/2016
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-34.6037,-58.3816,22/05/2018
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-27.3621,-55.9009,07/04/2017
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,01/11/2019
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-32.9442,-60.6505,15/08/2017
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-54.8019,-68.303,14/02/2024
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-24.7821,-65.4232,28/12/2021
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.4201,-64.1888,24/10/2019
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,08/05/2022
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,29/09/2016
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-34.6037,-58.3816,16/10/2017
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-26.8083,-65.2176,06/03/2024
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-34.6037,-58.3816,27/03/2021
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,14/05/2018
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-27.3621,-55.9009,20/04/2019
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-24.7821,-65.4232,04/08/2015
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,01/05/2022
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-32.8895,-68.8458,06/10/2023
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,23/03/2021
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-54.8019,-68.303,26/01/2019
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-34.6037,-58.3816,19/04/2022
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,07/12/2023
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-24.7821,-65.4232,14/01/2018
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-34.6037,-58.3816,22/01/2024
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.4201,-64.1888,12/09/2022
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,26/08/2024
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,29/04/2018
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-54.8019,-68.303,18/12/2024
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,18/02/2016
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,14/09/2024
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,01/02/2020
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-38.9516,-68.0591,04/11/2015
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-24.7821,-65.4232,01/08/2023
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-27.3621,-55.9009,07/05/2018
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-38.9516,-68.0591,25/06/2017
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,18/07/2021
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,01/11/2022
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-32.8895,-68.8458,20/10/2017
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.5375,-68.5364,03/08/2018
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-26.8083,-65.2176,07/02/2022
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-54.8019,-68.303,05/04/2019
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,17/05/2019
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-34.6037,-58.3816,04/05/2022
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.5375,-68.5364,03/06/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,14/11/2021
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,25/07/2023
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,02/03/2021
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,30/07/2019
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,28/06/2018
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,01/05/2016
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-38.9516,-68.0591,01/10/2015
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-32.9442,-60.6505,20/05/2023
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.5375,-68.5364,21/05/2018
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,18/04/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,19/05/2022
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-54.8019,-68.303,16/06/2017
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,28/04/2016
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,30/05/2016
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,20/02/2016
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,27/10/2022
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,18/02/2022
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,06/01/2024
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-27.3621,-55.9009,20/09/2015
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,08/08/2016
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-27.3621,-55.9009,17/11/2021
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.5375,-68.5364,03/10/2021
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-54.8019,-68.303,10/10/2020
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,28/04/2019
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-38.9516,-68.0591,26/11/2021
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,15/02/2018
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,24/04/2018
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.4201,-64.1888,14/10/2016
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,02/02/2021
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-38.9516,-68.0591,11/02/2017
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,09/12/2019
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,11/01/2021
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,27/02/2023
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,23/06/2016
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,08/01/2015
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,23/09/2019
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,10/04/2020
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,25/06/2021
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.5375,-68.5364,28/04/2017
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-34.6037,-58.3816,24/12/2016
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.4201,-64.1888,05/02/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,09/11/2023
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,09/01/2016
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,23/02/2024
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-38.9516,-68.0591,20/03/2016
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-38.9516,-68.0591,15/08/2016
