Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho 219 en Tokio,Registro sintético del hecho número 219 ocurrido en Tokio.,Desastre natural,35.737294,139.707523,31/03/2015
Hecho 220 en Tokio,Registro sintético del hecho número 220 ocurrido en Tokio.,Robo,35.726007,139.719531,07/05/2021
Hecho 221 en Buenos Aires,Registro sintético del hecho número 221 ocurrido en Buenos Aires.,Emergencia sanitaria,-34.604027,-58.341184,11/05/2023
Hecho 222 en Tokio,Registro sintético del hecho número 222 ocurrido en Tokio.,Evento cultural,35.719693,139.6636,22/10/2021
Hecho 223 en París,Registro sintético del hecho número 223 ocurrido en París.,Emergencia sanitaria,48.874376,2.374293,23/10/2017
Hecho 224 en Madrid,Registro sintético del hecho número 224 ocurrido en Madrid.,Accidente,40.431434,-3.722907,14/01/2022
Hecho 225 en Berlín,Registro sintético del hecho número 225 ocurrido en Berlín.,Robo,52.506486,13.368141,01/07/2021
Hecho 226 en Tokio,Registro sintético del hecho número 226 ocurrido en Tokio.,Incendio,35.68105,139.661779,20/05/2023
Hecho 227 en Sídney,Registro sintético del hecho número 227 ocurrido en Sídney.,Incendio,-33.868621,151.186553,14/12/2020
Hecho 228 en Madrid,Registro sintético del hecho número 228 ocurrido en Madrid.,Desastre natural,40.461219,-3.657062,31/03/2024
Hecho 229 en Tokio,Registro sintético del hecho número 229 ocurrido en Tokio.,Incendio,35.651017,139.737989,08/01/2024
Hecho 230 en Madrid,Registro sintético del hecho número 230 ocurrido en Madrid.,Evento cultural,40.434432,-3.686359,24/08/2024
Hecho 231 en Roma,Registro sintético del hecho número 231 ocurrido en Roma.,Delito informático,41.86183,12.485857,07/02/2019
Hecho 232 en Tokio,Registro sintético del hecho número 232 ocurrido en Tokio.,Delito informático,35.684979,139.708983,21/05/2016
Hecho 233 en Tokio,Registro sintético del hecho número 233 ocurrido en Tokio.,Emergencia sanitaria,35.721742,139.735729,10/04/2019
Hecho 234 en Nueva York,Registro sintético del hecho número 234 ocurrido en Nueva York.,Evento cultural,40.665302,-73.967577,15/04/2020
Hecho 235 en Sídney,Registro sintético del hecho número 235 ocurrido en Sídney.,Incendio,-33.896663,151.165622,03/11/2021
Hecho 236 en Berlín,Registro sintético del hecho número 236 ocurrido en Berlín.,Desastre natural,52.51083,13.368978,13/04/2022
Hecho 237 en Buenos Aires,Registro sintético del hecho número 237 ocurrido en Buenos Aires.,Desastre natural,-34.642088,-58.40812,10/07/2020
Hecho 238 en Sídney,Registro sintético del hecho número 238 ocurrido en Sídney.,Manifestación,-33.873436,151.226349,11/05/2019
Hecho 239 en Sídney,Registro sintético del hecho número 239 ocurrido en Sídney.,Hallazgo,-33.844573,151.174752,02/08/2021
Hecho 240 en Roma,Registro sintético del hecho número 240 ocurrido en Roma.,Accidente,41.901735,12.487212,07/05/2024
Hecho 241 en Tokio,Registro sintético del hecho número 241 ocurrido en Tokio.,Robo,35.676553,139.686038,28/09/2022
Hecho 242 en París,Registro sintético del hecho número 242 ocurrido en París.,Incendio,48.904693,2.338933,11/02/2016
Hecho 243 en Londres,Registro sintético del hecho número 243 ocurrido en Londres.,Robo,51.484988,-0.080979,19/06/2019
Hecho 244 en Berlín,Registro sintético del hecho número 244 ocurrido en Berlín.,Accidente,52.491211,13.418949,07/06/2022
Hecho 245 en Buenos Aires,Registro sintético del hecho número 245 ocurrido en Buenos Aires.,Robo,-34.620349,-58.332718,28/10/2023
Hecho 246 en Ciudad de México,Registro sintético del hecho número 246 ocurrido en Ciudad de México.,Evento cultural,19.465582,-99.127779,09/10/2015
Hecho 247 en Ciudad de México,Registro sintético del hecho número 247 ocurrido en Ciudad de México.,Evento cultural,19.46957,-99.150344,13/02/2024
Hecho 248 en Madrid,Registro sintético del hecho número 248 ocurrido en Madrid.,Emergencia sanitaria,40.394527,-3.655397,12/01/2015
Hecho 249 en Madrid,Registro sintético del hecho número 249 ocurrido en Madrid.,Delito informático,40.446651,-3.742807,23/10/2017
Hecho 250 en Buenos Aires,Registro sintético del hecho número 250 ocurrido en Buenos Aires.,Manifestación,-34.617876,-58.352757,02/03/2015
Hecho 251 en Ciudad de México,Registro sintético del hecho número 251 ocurrido en Ciudad de México.,Incendio,19.400025,-99.17796,06/03/2015
Hecho 252 en Roma,Registro sintético del hecho número 252 ocurrido en Roma.,Delito informático,41.927367,12.494025,10/04/2016
Hecho 253 en Londres,Registro sintético del hecho número 253 ocurrido en Londres.,Delito informático,51.468305,-0.127416,28/08/2021
Hecho 254 en Ciudad de México,Registro sintético del hecho número 254 ocurrido en Ciudad de México.,Robo,19.460923,-99.096502,26/02/2023
Hecho 255 en Sídney,Registro sintético del hecho número 255 ocurrido en Sídney.,Desastre natural,-33.854466,151.162415,20/02/2020
Hecho 256 en Berlín,Registro sintético del hecho número 256 ocurrido en Berlín.,Hallazgo,52.53861,13.404027,13/10/2019
Hecho 257 en Berlín,Registro sintético del hecho número 257 ocurrido en Berlín.,Accidente,52.502211,13.369833,27/11/2015
Hecho 258 en Madrid,Registro sintético del hecho número 258 ocurrido en Madrid.,Desastre natural,40.430108,-3.698964,01/01/2022
Hecho 259 en Londres,Registro sintético del hecho número 259 ocurrido en Londres.,Hallazgo,51.510456,-0.132428,12/09/2021
Hecho 260 en Ciudad de México,Registro sintético del hecho número 260 ocurrido en Ciudad de México.,Hallazgo,19.46191,-99.171759,11/02/2016
Hecho 261 en Sídney,Registro sintético del hecho número 261 ocurrido en Sídney.,Evento cultural,-33.873645,151.182149,28/10/2019
Hecho 262 en Londres,Registro sintético del hecho número 262 ocurrido en Londres.,Corte de servicios,51.498999,-0.168291,22/06/2019
Hecho 263 en Roma,Registro sintético del hecho número 263 ocurrido en Roma.,Incendio,41.878289,12.541759,17/06/2022
Hecho 264 en Berlín,Registro sintético del hecho número 264 ocurrido en Berlín.,Accidente,52.553177,13.364323,09/01/2016
Hecho 265 en Nueva York,Registro sintético del hecho número 265 ocurrido en Nueva York.,Incendio,40.675812,-74.050002,08/02/2024
Hecho 266 en Sídney,Registro sintético del hecho número 266 ocurrido en Sídney.,Delito informático,-33.851799,151.200381,12/09/2018
Hecho 267 en Roma,Registro sintético del hecho número 267 ocurrido en Roma.,Robo,41.912841,12.481565,24/03/2018
Hecho 268 en Ciudad de México,Registro sintético del hecho número 268 ocurrido en Ciudad de México.,Delito informático,19.398073,-99.134981,21/05/2017
Hecho 269 en Nueva York,Registro sintético del hecho número 269 ocurrido en Nueva York.,Incendio,40.718427,-74.044511,24/06/2024
Hecho 270 en Tokio,Registro sintético del hecho número 270 ocurrido en Tokio.,Emergencia sanitaria,35.720222,139.726216,15/07/2017
Hecho 271 en Ciudad de México,Registro sintético del hecho número 271 ocurrido en Ciudad de México.,Emergencia sanitaria,19.44687,-99.180575,27/07/2022
Hecho 272 en Tokio,Registro sintético del hecho número 272 ocurrido en Tokio.,Robo,35.666827,139.717941,08/01/2017
Hecho 273 en Londres,Registro sintético del hecho número 273 ocurrido en Londres.,Incendio,51.475541,-0.163475,26/01/2015
Hecho 274 en Roma,Registro sintético del hecho número 274 ocurrido en Roma.,Accidente,41.926897,12.543581,04/08/2016
Hecho 275 en Nueva York,Registro sintético del hecho número 275 ocurrido en Nueva York.,Delito informático,40.700419,-74.010635,31/05/2017
Hecho 276 en Madrid,Registro sintético del hecho número 276 ocurrido en Madrid.,Incendio,40.43896,-3.676116,30/06/2018
Hecho 277 en Ciudad de México,Registro sintético del hecho número 277 ocurrido en Ciudad de México.,Emergencia sanitaria,19.470934,-99.167642,14/12/2015
Hecho 278 en Ciudad de México,Registro sintético del hecho número 278 ocurrido en Ciudad de México.,Robo,19.390758,-99.138889,23/07/2022
Hecho 279 en Roma,Registro sintético del hecho número 279 ocurrido en Roma.,Corte de servicios,41.897004,12.473717,22/10/2021
Hecho 280 en Sídney,Registro sintético del hecho número 280 ocurrido en Sídney.,Accidente,-33.875809,151.187625,14/11/2018
Hecho 281 en Ciudad de México,Registro sintético del hecho número 281 ocurrido en Ciudad de México.,Corte de servicios,19.449313,-99.178658,28/11/2020
Hecho 282 en Roma,Registro sintético del hecho número 282 ocurrido en Roma.,Emergencia sanitaria,41.853569,12.476542,13/08/2015
Hecho 283 en París,Registro sintético del hecho número 283 ocurrido en París.,Manifestación,48.832152,2.335012,28/07/2023
Hecho 284 en Buenos Aires,Registro sintético del hecho número 284 ocurrido en Buenos Aires.,Corte de servicios,-34.610634,-58.418681,18/05/2023
Hecho 285 en Sídney,Registro sintético del hecho número 285 ocurrido en Sídney.,Evento cultural,-33.862928,151.226105,11/08/2020
Hecho 286 en Londres,Registro sintético del hecho número 286 ocurrido en Londres.,Accidente,51.543576,-0.17357,15/06/2019
Hecho 287 en Buenos Aires,Registro sintético del hecho número 287 ocurrido en Buenos Aires.,Corte de servicios,-34.567489,-58.374024,15/11/2015
Hecho 288 en Ciudad de México,Registro sintético del hecho número 288 ocurrido en Ciudad de México.,Hallazgo,19.446614,-99.154248,16/12/2022
Hecho 289 en Roma,Registro sintético del hecho número 289 ocurrido en Roma.,Robo,41.869987,12.541161,23/08/2018
Hecho 290 en Berlín,Registro sintético del hecho número 290 ocurrido en Berlín.,Incendio,52.513671,13.365586,27/12/2015
Hecho 291 en Roma,Registro sintético del hecho número 291 ocurrido en Roma.,Emergencia sanitaria,41.905196,12.485977,29/06/2019
Hecho 292 en Tokio,Registro sintético del hecho número 292 ocurrido en Tokio.,Incendio,35.672807,139.658513,26/06/2017
Hecho 293 en Sídney,Registro sintético del hecho número 293 ocurrido en Sídney.,Accidente,-33.867805,151.249892,13/12/2020
Hecho 294 en Londres,Registro sintético del hecho número 294 ocurrido en Londres.,Incendio,51.553222,-0.113256,27/02/2023
Hecho 295 en Madrid,Registro sintético del hecho número 295 ocurrido en Madrid.,Evento cultural,40.381444,-3.734073,26/02/2016
Hecho 296 en Ciudad de México,Registro sintético del hecho número 296 ocurrido en Ciudad de México.,Manifestación,19.458515,-99.175665,11/07/2023
Hecho 297 en Berlín,Registro sintético del hecho número 297 ocurrido en Berlín.,Corte de servicios,52.526374,13.412947,18/06/2023
Hecho 298 en Ciudad de México,Registro sintético del hecho número 298 ocurrido en Ciudad de México.,Emergencia sanitaria,19.469025,-99.120478,16/08/2018
Hecho 299 en Madrid,Registro sintético del hecho número 299 ocurrido en Madrid.,Corte de servicios,40.413692,-3.690661,07/10/2015
Hecho 300 en Tokio,Registro sintético del hecho número 300 ocurrido en Tokio.,Emergencia sanitaria,35.674694,139.649119,19/08/2015
Hecho 301 en Berlín,Registro sintético del hecho número 301 ocurrido en Berlín.,Corte de servicios,52.475689,13.43817,04/06/2015
Hecho 302 en Nueva York,Registro sintético del hecho número 302 ocurrido en Nueva York.,Accidente,40.722208,-74.017552,24/11/2021
Hecho 303 en Ciudad de México,Registro sintético del hecho número 303 ocurrido en Ciudad de México.,Delito informático,19.456492,-99.179098,18/11/2023
Hecho 304 en Ciudad de México,Registro sintético del hecho número 304 ocurrido en Ciudad de México.,Evento cultural,19.443101,-99.133063,09/08/2018
Hecho 305 en Buenos Aires,Registro sintético del hecho número 305 ocurrido en Buenos Aires.,Corte de servicios,-34.572603,-58.347862,28/02/2016
Hecho 306 en Nueva York,Registro sintético del hecho número 306 ocurrido en Nueva York.,Delito informático,40.680056,-74.031226,31/03/2022
Hecho 307 en Berlín,Registro sintético del hecho número 307 ocurrido en Berlín.,Corte de servicios,52.522275,13.370875,16/11/2020
Hecho 308 en Londres,Registro sintético del hecho número 308 ocurrido en Londres.,Desastre natural,51.498277,-0.143963,06/05/2019
Hecho 309 en Ciudad de México,Registro sintético del hecho número 309 ocurrido en Ciudad de México.,Robo,19.445689,-99.149735,07/11/2023
Hecho 310 en Londres,Registro sintético del hecho número 310 ocurrido en Londres.,Accidente,51.525238,-0.149385,04/04/2021
Hecho 311 en Ciudad de México,Registro sintético del hecho número 311 ocurrido en Ciudad de México.,Manifestación,19.39075,-99.116839,27/09/2018
Hecho 312 en Londres,Registro sintético del hecho número 312 ocurrido en Londres.,Desastre natural,51.527248,-0.138604,11/05/2022
Hecho 313 en Ciudad de México,Registro sintético del hecho número 313 ocurrido en Ciudad de México.,Accidente,19.438492,-99.118851,22/06/2018
Hecho 314 en Londres,Registro sintético del hecho número 314 ocurrido en Londres.,Manifestación,51.527683,-0.083089,07/07/2022
Hecho 315 en Sídney,Registro sintético del hecho número 315 ocurrido en Sídney.,Accidente,-33.851754,151.210149,31/03/2022
Hecho 316 en Buenos Aires,Registro sintético del hecho número 316 ocurrido en Buenos Aires.,Incendio,-34.635674,-58.410181,19/06/2018
Hecho 317 en Berlín,Registro sintético del hecho número 317 ocurrido en Berlín.,Evento cultural,52.569998,13.370495,16/07/2017
Hecho 318 en Tokio,Registro sintético del hecho número 318 ocurrido en Tokio.,Accidente,35.716587,139.725212,10/09/2020
Hecho 319 en Sídney,Registro sintético del hecho número 319 ocurrido en Sídney.,Robo,-33.885124,151.235931,04/06/2022
Hecho 320 en Madrid,Registro sintético del hecho número 320 ocurrido en Madrid.,Emergencia sanitaria,40.382225,-3.735715,24/03/2019
Hecho 321 en Ciudad de México,Registro sintético del hecho número 321 ocurrido en Ciudad de México.,Manifestación,19.426367,-99.142114,01/02/2023
Hecho 322 en París,Registro sintético del hecho número 322 ocurrido en París.,Corte de servicios,48.835093,2.377054,05/11/2021
Hecho 323 en Berlín,Registro sintético del hecho número 323 ocurrido en Berlín.,Evento cultural,52.493917,13.45156,27/12/2020
Hecho 324 en Berlín,Registro sintético del hecho número 324 ocurrido en Berlín.,Evento cultural,52.537831,13.412042,15/02/2019
Hecho 325 en Berlín,Registro sintético del hecho número 325 ocurrido en Berlín.,Corte de servicios,52.498177,13.393187,18/08/2023
Hecho 326 en Sídney,Registro sintético del hecho número 326 ocurrido en Sídney.,Hallazgo,-33.837111,151.239426,25/10/2016
Hecho 327 en Madrid,Registro sintético del hecho número 327 ocurrido en Madrid.,Desastre natural,40.430918,-3.666388,02/08/2015
Hecho 328 en Sídney,Registro sintético del hecho número 328 ocurrido en Sídney.,Accidente,-33.834211,151.244417,23/12/2022
Hecho 329 en Tokio,Registro sintético del hecho número 329 ocurrido en Tokio.,Accidente,35.655531,139.686632,23/07/2023
Hecho 330 en Sídney,Registro sintético del hecho número 330 ocurrido en Sídney.,Manifestación,-33.875053,151.253941,26/04/2024
Hecho 331 en París,Registro sintético del hecho número 331 ocurrido en París.,Corte de servicios,48.841559,2.304867,02/12/2024
Hecho 332 en Buenos Aires,Registro sintético del hecho número 332 ocurrido en Buenos Aires.,Hallazgo,-34.616304,-58.392983,18/08/2020
Hecho 333 en Nueva York,Registro sintético del hecho número 333 ocurrido en Nueva York.,Incendio,40.665619,-73.962917,08/07/2017
Hecho 334 en Londres,Registro sintético del hecho número 334 ocurrido en Londres.,Manifestación,51.46123,-0.08606,17/07/2016
Hecho 335 en Berlín,Registro sintético del hecho número 335 ocurrido en Berlín.,Manifestación,52.540554,13.39986,06/07/2023
Hecho 336 en Buenos Aires,Registro sintético del hecho número 336 ocurrido en Buenos Aires.,Accidente,-34.628108,-58.348104,19/03/2015
Hecho 337 en Sídney,Registro sintético del hecho número 337 ocurrido en Sídney.,Emergencia sanitaria,-33.876475,151.236917,01/12/2020
Hecho 338 en París,Registro sintético del hecho número 338 ocurrido en París.,Desastre natural,48.811375,2.344183,14/05/2016
Hecho 339 en Ciudad de México,Registro sintético del hecho número 339 ocurrido en Ciudad de México.,Corte de servicios,19.393686,-99.092685,15/09/2015
Hecho 340 en Ciudad de México,Registro sintético del hecho número 340 ocurrido en Ciudad de México.,Delito informático,19.445795,-99.125695,09/03/2015
Hecho 341 en Madrid,Registro sintético del hecho número 341 ocurrido en Madrid.,Desastre natural,40.366956,-3.718518,25/10/2019
Hecho 342 en Ciudad de México,Registro sintético del hecho número 342 ocurrido en Ciudad de México.,Hallazgo,19.449037,-99.174639,06/02/2017
Hecho 343 en Londres,Registro sintético del hecho número 343 ocurrido en Londres.,Accidente,51.511808,-0.099159,24/11/2020
Hecho 344 en Sídney,Registro sintético del hecho número 344 ocurrido en Sídney.,Delito informático,-33.879755,151.206314,25/03/2015
Hecho 345 en Roma,Registro sintético del hecho número 345 ocurrido en Roma.,Incendio,41.927532,12.482109,04/11/2017
Hecho 346 en Nueva York,Registro sintético del hecho número 346 ocurrido en Nueva York.,Incendio,40.736094,-73.993174,14/09/2017
Hecho 347 en Ciudad de México,Registro sintético del hecho número 347 ocurrido en Ciudad de México.,Incendio,19.387034,-99.128599,30/06/2016
Hecho 348 en Madrid,Registro sintético del hecho número 348 ocurrido en Madrid.,Corte de servicios,40.414653,-3.735572,19/10/2022
Hecho 349 en Madrid,Registro sintético del hecho número 349 ocurrido en Madrid.,Accidente,40.444419,-3.708032,11/01/2023
Hecho 350 en Tokio,Registro sintético del hecho número 350 ocurrido en Tokio.,Evento cultural,35.718611,139.730279,29/06/2015
Hecho 351 en Londres,Registro sintético del hecho número 351 ocurrido en Londres.,Desastre natural,51.497222,-0.096259,12/10/2020
Hecho 352 en Berlín,Registro sintético del hecho número 352 ocurrido en Berlín.,Desastre natural,52.545329,13.37411,30/05/2015
Hecho 353 en Londres,Registro sintético del hecho número 353 ocurrido en Londres.,Robo,51.522973,-0.150478,16/09/2024
Hecho 354 en Londres,Registro sintético del hecho número 354 ocurrido en Londres.,Hallazgo,51.497402,-0.133826,22/12/2024
Hecho 355 en Roma,Registro sintético del hecho número 355 ocurrido en Roma.,Incendio,41.90242,12.496152,04/02/2017
Hecho 356 en Sídney,Registro sintético del hecho número 356 ocurrido en Sídney.,Desastre natural,-33.910539,151.20175,26/12/2023
Hecho 357 en Roma,Registro sintético del hecho número 357 ocurrido en Roma.,Emergencia sanitaria,41.870846,12.475777,22/03/2024
Hecho 358 en Nueva York,Registro sintético del hecho número 358 ocurrido en Nueva York.,Accidente,40.728892,-74.02535,05/09/2018
Hecho 359 en Ciudad de México,Registro sintético del hecho número 359 ocurrido en Ciudad de México.,Hallazgo,19.451576,-99.148045,13/11/2016
Hecho 360 en Buenos Aires,Registro sintético del hecho número 360 ocurrido en Buenos Aires.,Incendio,-34.553885,-58.404144,23/11/2021
Hecho 361 en Buenos Aires,Registro sintético del hecho número 361 ocurrido en Buenos Aires.,Accidente,-34.589949,-58.395269,12/07/2022
Hecho 362 en Madrid,Registro sintético del hecho número 362 ocurrido en Madrid.,Robo,40.451667,-3.685991,07/08/2016
Hecho 363 en Berlín,Registro sintético del hecho número 363 ocurrido en Berlín.,Robo,52.476723,13.432852,01/06/2016
Hecho 364 en Londres,Registro sintético del hecho número 364 ocurrido en Londres.,Incendio,51.552347,-0.174561,18/04/2019
Hecho 365 en Madrid,Registro sintético del hecho número 365 ocurrido en Madrid.,Corte de servicios,40.404001,-3.677492,28/02/2019
Hecho 366 en Ciudad de México,Registro sintético del hecho número 366 ocurrido en Ciudad de México.,Manifestación,19.419295,-99.151761,08/12/2020
Hecho 367 en Tokio,Registro sintético del hecho número 367 ocurrido en Tokio.,Evento cultural,35.642091,139.660305,09/04/2016
Hecho 368 en Sídney,Registro sintético del hecho número 368 ocurrido en Sídney.,Hallazgo,-33.907024,151.236796,19/04/2021
Hecho 369 en Berlín,Registro sintético del hecho número 369 ocurrido en Berlín.,Evento cultural,52.498558,13.446648,11/11/2021
Hecho 370 en Berlín,Registro sintético del hecho número 370 ocurrido en Berlín.,Evento cultural,52.483573,13.362405,17/05/2016
Hecho 371 en Madrid,Registro sintético del hecho número 371 ocurrido en Madrid.,Corte de servicios,40.447851,-3.657044,26/12/2015
Hecho 372 en Londres,Registro sintético del hecho número 372 ocurrido en Londres.,Incendio,51.463894,-0.123583,16/12/2022
Hecho 373 en Tokio,Registro sintético del hecho número 373 ocurrido en Tokio.,Manifestación,35.710456,139.711722,25/12/2022
Hecho 374 en Madrid,Registro sintético del hecho número 374 ocurrido en Madrid.,Incendio,40.389224,-3.655287,14/09/2020
Hecho 375 en Madrid,Registro sintético del hecho número 375 ocurrido en Madrid.,Evento cultural,40.416202,-3.71771,12/11/2023
Hecho 376 en Ciudad de México,Registro sintético del hecho número 376 ocurrido en Ciudad de México.,Incendio,19.462966,-99.128035,29/03/2020
Hecho 377 en Ciudad de México,Registro sintético del hecho número 377 ocurrido en Ciudad de México.,Accidente,19.413529,-99.08324,27/09/2015
Hecho 378 en Berlín,Registro sintético del hecho número 378 ocurrido en Berlín.,Delito informático,52.546916,13.437334,10/08/2019
Hecho 379 en Nueva York,Registro sintético del hecho número 379 ocurrido en Nueva York.,Manifestación,40.727034,-74.011003,22/07/2018
Hecho 380 en Sídney,Registro sintético del hecho número 380 ocurrido en Sídney.,Incendio,-33.831004,151.237326,09/06/2016
Hecho 381 en Ciudad de México,Registro sintético del hecho número 381 ocurrido en Ciudad de México.,Manifestación,19.479226,-99.139938,11/08/2023
Hecho 382 en Buenos Aires,Registro sintético del hecho número 382 ocurrido en Buenos Aires.,Accidente,-34.638398,-58.415134,23/10/2020
Hecho 383 en Londres,Registro sintético del hecho número 383 ocurrido en Londres.,Evento cultural,51.552148,-0.12591,18/11/2018
Hecho 384 en Tokio,Registro sintético del hecho número 384 ocurrido en Tokio.,Accidente,35.65913,139.737335,23/10/2017
Hecho 385 en Tokio,Registro sintético del hecho número 385 ocurrido en Tokio.,Manifestación,35.669782,139.695048,04/01/2022
Hecho 386 en Sídney,Registro sintético del hecho número 386 ocurrido en Sídney.,Manifestación,-33.824639,151.174719,21/08/2021
Hecho 387 en Ciudad de México,Registro sintético del hecho número 387 ocurrido en Ciudad de México.,Emergencia sanitaria,19.466853,-99.126838,14/10/2018
Hecho 388 en Buenos Aires,Registro sintético del hecho número 388 ocurrido en Buenos Aires.,Accidente,-34.558845,-58.354498,06/07/2015
Hecho 389 en Tokio,Registro sintético del hecho número 389 ocurrido en Tokio.,Evento cultural,35.696714,139.703511,08/08/2023
Hecho 390 en Buenos Aires,Registro sintético del hecho número 390 ocurrido en Buenos Aires.,Corte de servicios,-34.590984,-58.402633,20/12/2024
Hecho 391 en Tokio,Registro sintético del hecho número 391 ocurrido en Tokio.,Corte de servicios,35.719969,139.710199,30/09/2017
Hecho 392 en Tokio,Registro sintético del hecho número 392 ocurrido en Tokio.,Corte de servicios,35.708361,139.657508,26/10/2015
Hecho 393 en Roma,Registro sintético del hecho número 393 ocurrido en Roma.,Corte de servicios,41.873202,12.507066,17/03/2020
Hecho 394 en Londres,Registro sintético del hecho número 394 ocurrido en Londres.,Incendio,51.556202,-0.143263,27/03/2023
Hecho 395 en Roma,Registro sintético del hecho número 395 ocurrido en Roma.,Manifestación,41.889854,12.502565,13/07/2023
Hecho 396 en Londres,Registro sintético del hecho número 396 ocurrido en Londres.,Evento cultural,51.469652,-0.13284,25/03/2020
Hecho 397 en Madrid,Registro sintético del hecho número 397 ocurrido en Madrid.,Accidente,40.395821,-3.715385,27/07/2015
Hecho 398 en Ciudad de México,Registro sintético del hecho número 398 ocurrido en Ciudad de México.,Hallazgo,19.478869,-99.092969,13/10/2017
Hecho 399 en Londres,Registro sintético del hecho número 399 ocurrido en Londres.,Emergencia sanitaria,51.488671,-0.101488,01/02/2023
Hecho 400 en Berlín,Registro sintético del hecho número 400 ocurrido en Berlín.,Delito informático,52.519876,13.385854,27/03/2020
Hecho 401 en Buenos Aires,Registro sintético del hecho número 401 ocurrido en Buenos Aires.,Accidente,-34.603156,-58.334931,30/05/2019
Hecho 402 en París,Registro sintético del hecho número 402 ocurrido en París.,Emergencia sanitaria,48.811466,2.330336,16/12/2018
Hecho 403 en Ciudad de México,Registro sintético del hecho número 403 ocurrido en Ciudad de México.,Corte de servicios,19.436269,-99.098483,16/03/2018
Hecho 404 en Roma,Registro sintético del hecho número 404 ocurrido en Roma.,Manifestación,41.879247,12.482978,23/11/2024
Hecho 405 en Roma,Registro sintético del hecho número 405 ocurrido en Roma.,Incendio,41.892858,12.503428,05/07/2015
Hecho 406 en París,Registro sintético del hecho número 406 ocurrido en París.,Incendio,48.83546,2.340835,16/03/2021
Hecho 407 en Berlín,Registro sintético del hecho número 407 ocurrido en Berlín.,Delito informático,52.552531,13.417324,19/02/2018
Hecho 408 en Ciudad de México,Registro sintético del hecho número 408 ocurrido en Ciudad de México.,Accidente,19.480108,-99.14381,11/06/2016
Hecho 409 en Londres,Registro sintético del hecho número 409 ocurrido en Londres.,Delito informático,51.532897,-0.157894,06/02/2019
Hecho 410 en Sídney,Registro sintético del hecho número 410 ocurrido en Sídney.,Hallazgo,-33.914775,151.163191,10/08/2020
Hecho 411 en Londres,Registro sintético del hecho número 411 ocurrido en Londres.,Corte de servicios,51.503099,-0.117174,28/10/2020
Hecho 412 en Sídney,Registro sintético del hecho número 412 ocurrido en Sídney.,Manifestación,-33.825663,151.191153,05/09/2018
Hecho 413 en Roma,Registro sintético del hecho número 413 ocurrido en Roma.,Emergencia sanitaria,41.93706,12.505772,17/04/2023
Hecho 414 en Sídney,Registro sintético del hecho número 414 ocurrido en Sídney.,Delito informático,-33.869815,151.215592,20/12/2020
Hecho 415 en Berlín,Registro sintético del hecho número 415 ocurrido en Berlín.,Robo,52.503124,13.36596,17/02/2019
Hecho 416 en Roma,Registro sintético del hecho número 416 ocurrido en Roma.,Emergencia sanitaria,41.932475,12.518932,14/06/2018
Hecho 417 en Buenos Aires,Registro sintético del hecho número 417 ocurrido en Buenos Aires.,Emergencia sanitaria,-34.627147,-58.366041,27/04/2020
Hecho 418 en Ciudad de México,Registro sintético del hecho número 418 ocurrido en Ciudad de México.,Emergencia sanitaria,19.45474,-99.124848,21/07/2017
Hecho 419 en Madrid,Registro sintético del hecho número 419 ocurrido en Madrid.,Delito informático,40.438918,-3.676339,20/01/2022
Hecho 420 en Roma,Registro sintético del hecho número 420 ocurrido en Roma.,Manifestación,41.920873,12.449557,19/03/2024
Hecho 421 en Nueva York,Registro sintético del hecho número 421 ocurrido en Nueva York.,Evento cultural,40.706904,-74.014122,19/03/2015
Hecho 422 en Roma,Registro sintético del hecho número 422 ocurrido en Roma.,Evento cultural,41.902982,12.507548,08/08/2019
Hecho 423 en Berlín,Registro sintético del hecho número 423 ocurrido en Berlín.,Robo,52.483808,13.375734,30/11/2022
Hecho 424 en Londres,Registro sintético del hecho número 424 ocurrido en Londres.,Corte de servicios,51.495082,-0.082131,22/11/2020
Hecho 425 en Berlín,Registro sintético del hecho número 425 ocurrido en Berlín.,Delito informático,52.524627,13.422587,03/11/2018
Hecho 426 en Tokio,Registro sintético del hecho número 426 ocurrido en Tokio.,Emergencia sanitaria,35.658726,139.666352,06/06/2020
Hecho 427 en Sídney,Registro sintético del hecho número 427 ocurrido en Sídney.,Desastre natural,-33.824651,151.257526,10/07/2017
Hecho 428 en Tokio,Registro sintético del hecho número 428 ocurrido en Tokio.,Evento cultural,35.709999,139.673404,28/09/2022
Hecho 429 en Londres,Registro sintético del hecho número 429 ocurrido en Londres.,Delito informático,51.529566,-0.149021,02/12/2023
Hecho 430 en Ciudad de México,Registro sintético del hecho número 430 ocurrido en Ciudad de México.,Delito informático,19.472176,-99.143747,05/04/2019
Hecho 431 en Londres,Registro sintético del hecho número 431 ocurrido en Londres.,Manifestación,51.461607,-0.082269,04/04/2018
Hecho 432 en Nueva York,Registro sintético del hecho número 432 ocurrido en Nueva York.,Incendio,40.728397,-73.981266,17/12/2019
Hecho 433 en París,Registro sintético del hecho número 433 ocurrido en París.,Evento cultural,48.860458,2.395502,14/04/2024
Hecho 434 en Tokio,Registro sintético del hecho número 434 ocurrido en Tokio.,Manifestación,35.701068,139.700383,23/03/2016
Hecho 435 en París,Registro sintético del hecho número 435 ocurrido en París.,Robo,48.897118,2.324767,06/07/2022
Hecho 436 en París,Registro sintético del hecho número 436 ocurrido en París.,Robo,48.84793,2.373936,15/02/2016
